Lambda,Average Penalty,Standard Deviation,Average Reward
0.1,-0.045954375039963496,0.0,119.43313352763653
0.2,-0.044427295525868736,0.0,-81.83816293254495
0.3,-0.04517825018791925,0.0,118.97540340200067
0.4,-0.04198568920756495,0.0,119.48575040698051
0.6,-0.0392580699352991,0.0,118.63284185528755
0.7,-0.03917664982551752,0.0,119.11176139116287
0.8,-0.04018064815065135,0.0,120.32262967526913
0.9,-0.042078300317128496,0.0,119.51959469914436
