Lambda,Average Penalty,Penalty StdDev,Average Reward
2,-0.008536745,9.313226e-10,-4.820574234379454
3,-0.0078883935,0.00018417016,-5.5653618786978765
4,-0.0074854307,0.0009993485,-7.123937550622503
