Lambda,Average Penalty,Standard Deviation,Average Reward
1,-0.015760949,0.0076103,-3.7725602310779505
2,-0.015868504,0.0056060995,-5.384280836894177
3,-0.0123993,0.004893344,-6.058891661060042
4,-0.010697413,0.00513319,-7.042535697030835
5,-0.0148246335,0.015329995,-10.155494491532444
