Lambda,Average Penalty,Standard Deviation,Average Reward
1,-0.01818595,0.009237168,-4.107415522783994
2,-0.013241431,0.007533732,-4.528447655427735
3,-0.011656258,0.005290713,-5.650404778383672
4,-0.009786083,0.0047507025,-6.630956037919969
5,-0.009605041,0.004101639,-8.237547193691135
