Lambda,Average Penalty,Penalty StdDev,Average Reward
1,-0.01747216,0.0013837691,-3.9794335529947418
2,-0.014908424,0.0009895713,-5.020549046427419
3,-0.012509001,0.0005125156,-5.9336414698704605
4,-0.011041869,0.001032841,-7.089902784141712
5,-0.011160754,0.0021985876,-8.946748387609608
