Lambda,Average Penalty,Standard Deviation,Average Reward
2,-0.008536746,0.004039361,-4.820574234379455
3,-0.0071621686,0.0035972649,-5.664850678667426
4,-0.0042940374,0.0022297564,-5.830913619720377
