Lambda,Average Penalty,Penalty StdDev,Average Reward
2,-0.01681882,0.00018884781,-4.925296355469618
3,-0.011208239,0.00036739177,-6.71802009107545
4,-0.0108244335,0.00046842714,-7.551169288298115
