Lambda,Average Penalty,Standard Deviation,Average Reward
2,-0.008536746,0.004039361,-4.820574234379455
3,-0.008039548,0.0039154394,-5.604388281796128
4,-0.007707976,0.0036237545,-7.162074739672244
