Lambda,Average Penalty,Standard Deviation,Average Reward
0.0,-0.06616616744773221,0.0010140039818846438,119.4388266146183
0.1,-0.047882494098979836,0.0013974599607852777,-44.38348918557167
0.2,-0.043896836325144156,0.0009187074727231363,-66.3823666036129
0.3,-0.0424552421905128,0.0016141746321957113,-27.694586324691773
0.4,-0.041439573212683524,0.00109740359503993,51.24485759735107
0.5,-0.027831791798541033,0.0013428981172058688,31.411076384782792
0.6,-0.02687208754199657,0.0015135610976899202,50.01804279088974
0.7,-0.026866171380611592,0.0009700346264160659,89.3819815337658
0.8,-0.026695192374578708,0.0013054516642420644,108.35525510311126
0.9,-0.025359254170641506,0.001168758498532034,106.78518450260162
1.0,-0.02882486800468962,0.001184240140887972,104.7361523270607
