Lambda,Average Penalty,Standard Deviation,Average Reward
0.0,-0.06570979629920773,0.000426136021546553,99.53076676130294
0.1,-0.04272999988954638,0.0009640832928258714,-85.45004999041558
0.2,-0.04157821024811247,0.001055382057858487,-66.57163451313973
0.3,-0.03994548379366559,0.001453895200584014,-27.932638067007066
0.4,-0.03860857468464562,0.0008432463930768316,31.452981424331664
0.5,-0.02753211872627176,0.001212364633889353,111.6523022711277
0.6,-0.02856725492424154,0.0010577635520773072,110.4511242866516
0.7,-0.02745374824670673,0.0014535324350611128,108.98977299332618
0.8,-0.028622685897617267,0.0016201495066163302,107.65251178145408
0.9,-0.02813049160203061,0.001068810787906578,106.42160741090774
1.0,-0.03029724346589624,0.0013541297897980901,104.29036980867386
