Lambda,Average Penalty,Standard Deviation,Average Reward
0.0,-0.06598743786882313,0.001069009742774778,119.81774868369102
0.1,-0.06457767238901241,0.0008060432183375367,117.24903860092164
0.2,-0.06368580446417749,0.0013890983975580183,114.32023422718048
0.3,-0.06375767814571763,0.0008372825828391412,110.98138616681099
0.4,-0.047686584643944756,0.0017645275387995847,71.0603057384491
0.5,-0.03327619094395588,0.0017248609477300578,110.4472429215908
0.6,-0.032727467530966434,0.001468383089738158,109.06448424458503
0.7,-0.03163252629242934,0.0013346272869196724,107.83734646439552
0.8,-0.031214938136886704,0.001610270880257914,106.57010005712509
0.9,-0.029005747194190235,0.0009164159626400153,105.90637801289559
1.0,-0.028000900238573538,0.001597017923500819,104.71880434155464
