Lambda,Average Penalty,Standard Deviation,Average Reward
0.0,-0.06594795086634635,0.0008523688560936404,99.58744595050811
0.1,-0.04832096866716419,0.0006729264305720465,16.30421406030655
0.2,-0.045456357817941453,0.0010900634914033137,34.465205943584444
0.3,-0.04430081627110265,0.0011860182291070285,53.084114730358124
0.4,-0.041825136210407884,0.000868374282492801,111.18320055603981
0.5,-0.026875633388267088,0.0009560945281667794,111.74604139328002
0.6,-0.027649109593345756,0.0014733752149379208,110.40106329917907
0.7,-0.027730453876481386,0.0013899621479567844,109.17451313734054
0.8,-0.02823834573797417,0.0015806161941281757,107.82697116732598
0.9,-0.027800150969133353,0.0013508691385798845,106.7242358148098
1.0,-0.02888796847311187,0.0012024028873618862,104.86879117488861
