Lambda,Average Penalty,Penalty StdDev,Average Reward
0.0,-0.06572501922298317,0.00027677489866691034,115.63110268473626
0.1,-0.04656818548991788,0.0028193618019932464,-28.158956689834593
0.2,-0.04369691009457418,0.0025100089092115765,10.309809396266937
0.3,-0.04242959431234997,0.0019232105737227222,40.71973427534103
0.4,-0.03964487909719695,0.0012821075874018526,79.1525274837017
0.5,-0.026449851102425558,0.0010500307266753074,111.34155603885651
0.6,-0.02504109825443552,0.0015362748667307202,110.42589618563652
0.7,-0.02380491320697957,0.002138360438618832,109.6658897304535
0.8,-0.02433191644059047,0.0021030886654817326,108.54854877710343
0.9,-0.023619614248524934,0.002671037784620549,107.69111476063729
1.0,-0.025317451125421365,0.0025969074951942336,106.0512310552597
