Lambda,Average Penalty,Standard Deviation,Average Reward
0.0,-0.06577619534685634,0.001067915470211425,119.68659452199935
0.1,-0.04682311752983801,0.0010520634384752266,-64.31981434226036
0.2,-0.042748434147110666,0.0010183334307142528,14.34746766090393
0.3,-0.04149480279880193,0.0012574091856877847,32.53597481846809
0.4,-0.03852390608908636,0.001314629078355119,51.334119057655336
0.5,-0.026526878269616323,0.0018812208631133946,111.10648992061616
0.6,-0.024428667389335825,0.0018916458717228631,110.34413359165191
0.7,-0.023062397196974307,0.0017383839145021815,109.817282640934
0.8,-0.022780065957760987,0.0010467055607085826,108.99143533110619
0.9,-0.02091482474439449,0.0009046684855614971,108.29483126401901
1.0,-0.02194935061019959,0.0018175942841940403,107.48866209983825
