Lambda,Average Penalty,Standard Deviation,Average Reward
1,-0.01827282,0.0069004535,-3.9993403221073094
2,-0.010617562,0.004439868,-4.916940307291225
3,-0.009320609,0.0045491112,-7.270986289251596
4,-0.00954536,0.005492956,-7.281791911553592
5,-0.0109242825,0.0050833877,-10.651470010355116
