Lambda,Average Penalty,Penalty StdDev,Average Reward
1,-0.0174989,0.0012667018,-3.9196906567184486
2,-0.0116620995,0.0010566433,-5.128327682311648
3,-0.00931575,0.0008094319,-6.562568091005088
4,-0.009958078,0.0011452506,-7.7950886195618665
5,-0.010450059,0.0004887712,-8.886748607540502
