Lambda,Average Penalty,Penalty StdDev,Average Reward
2,-0.008536745,9.313226e-10,-4.820574234379454
3,-0.007875933,0.00023996834,-5.939594630027422
4,-0.007355109,0.00094994163,-7.0714089374698235
