Lambda,Average Penalty,Standard Deviation,Average Reward
0.1,-0.0539988744549635,0.0,-83.36970263719559
0.2,-0.05041745232372749,0.0,-85.48063099384308
0.3,-0.046913552284240725,0.0,-87.98047065734863
0.4,-0.04583975970745087,0.0,-89.8233647942543
0.6,-0.043958961963653564,0.0,-93.29037696123123
0.7,-0.043617889285087585,0.0,-95.03082513809204
0.8,-0.04212440894200252,0.0,-96.84015673398972
0.9,-0.03777433053041116,0.0,-97.23558914661407
