Lambda,Average Penalty,Penalty StdDev,Average Reward
0.1,-0.039853891381777,0.0017736447604898657,-86.59210100769997
0.2,-0.03876514796973488,0.0016586450801272822,-86.81445682048798
0.3,-0.038053329296263996,0.002136087764597033,-88.69455471634865
0.4,-0.03805233919549556,0.002218664486548737,60.77496998012066
0.6,-0.02634393709488126,0.004240865804584233,110.40697930753231
0.7,-0.026649561814673532,0.003606097712515749,109.49585327506065
0.8,-0.02659539508521903,0.0036899287504466205,108.36835929751396
0.9,-0.026115375126612,0.0030104454138926632,106.83750872313976
