Lambda,Average Penalty,Penalty StdDev,Average Reward
0.0,-0.06586907744877685,0.00018136384475878737,115.59920085430147
0.1,-0.043597885104113276,0.003361098163091703,-64.8872714149952
0.2,-0.0415928031616219,0.002922374487419602,-26.210585609674457
0.3,-0.03964711743716032,0.002462607509617695,-3.636191309690477
0.4,-0.036060548623340925,0.002288517430680526,3.254680829048161
0.5,-0.028559760677257896,0.0035382810835595004,95.2039173221588
0.6,-0.02762717711075689,0.004039222688900138,102.23154266953468
0.7,-0.026824782947220432,0.004246424339959189,101.26881341218947
0.8,-0.026619162518197726,0.004182142009892535,96.08535844802857
0.9,-0.027224180690733034,0.0037518085901303636,74.64378807306291
1.0,-0.028157575047112644,0.0021325796535568813,105.07004097223282
