Lambda,Average Penalty,Penalty StdDev,Average Reward
0.0,-0.0656688541905954,0.00028330149991179286,119.5695335137844
0.1,-0.04375860502060509,0.0031939278825614263,-60.81308299183845
0.2,-0.04139745293715484,0.002933143627120433,-14.001108946800233
0.3,-0.03957876361141499,0.0028543773431005254,-3.687664635181426
0.4,-0.03585773460892676,0.002647064842582901,7.139078894853588
0.5,-0.028349465812490558,0.004207536600755653,107.39780143618584
0.6,-0.02750664341720213,0.0037807861604083675,110.23566647291184
0.7,-0.027157474282825212,0.0038317678059631207,101.09441212773324
0.8,-0.026506791272732488,0.003996756759675039,100.15328803777695
0.9,-0.027150239281621868,0.003934830780056482,86.74304341435433
1.0,-0.028028978936373024,0.0023016222622288837,105.12533973693846
