Lambda,Average Penalty,Standard Deviation,Average Reward
0.0,-0.06604540832202464,0.0011132099215735603,119.49671484827995
0.1,-0.0435069992728135,0.0011291308691231579,-64.19843491315842
0.2,-0.04106167076271408,0.001143605614316503,54.67061911821365
0.3,-0.039615298859762796,0.0010992234409821242,113.13890079259872
0.4,-0.0346929628890157,0.00096334017572048,112.36853675842285
0.5,-0.024958909093672006,0.0011608393287611074,112.02041848301887
0.6,-0.023411898273681307,0.0012966666756270779,110.9421373128891
0.7,-0.021656411562387873,0.0015013670366799084,110.44920696020127
0.8,-0.021027008292763327,0.0017772894845624616,109.60168110132217
0.9,-0.022773091028652156,0.001172634167217876,108.02529014348984
1.0,-0.02605722745735295,0.0016629305168182553,105.78557761907578
