Lambda,Average Penalty,Standard Deviation,Average Reward
0.0,-0.06600474104366945,0.0011799316150472427,119.71447132229805
0.1,-0.04720095483357446,0.0009994204897734247,-84.570899361372
0.2,-0.04499434002007438,0.0014495542994090163,-66.2258206486702
0.3,-0.04245242949254656,0.0013557497732145792,-88.64327039122581
0.4,-0.040473029014888535,0.0007611063383283943,-69.99237734079361
0.5,-0.03259576576254005,0.0007172081996730061,70.92430367469788
0.6,-0.032047379472167584,0.0013334034752759633,109.67731601595878
0.7,-0.0317188025975696,0.0010010727989437742,108.37981149554253
0.8,-0.03159096467093374,0.0012065480900348027,107.11317248344422
0.9,-0.031471501813797834,0.0013302535852398522,85.63534262180329
1.0,-0.030581589139288805,0.001571738977716444,104.32071549892426
