Lambda,Average Penalty,Penalty StdDev,Average Reward
2,-0.013191067,0.00042254687,-5.03162566051411
3,-0.011678828,0.0010224119,-6.321936270095407
4,-0.010772834,0.0019137324,-7.651131621809677
