Lambda,Average Penalty,Standard Deviation,Average Reward
0.1,-0.04478648730686733,0.0,116.48696196079254
0.2,-0.036689926416446,0.0,114.17426747083664
0.3,-0.033278873562812804,0.0,113.44164991378784
0.4,-0.02860182970762253,0.0,112.12226116657257
0.6,-0.029014735687069776,0.0,109.96411728858948
0.7,-0.029314736525217693,0.0,108.32348918914795
0.8,-0.02228512316942215,0.0,108.90398335456848
0.9,-0.020750340742942613,0.0,108.4639088511467
