Lambda,Average Penalty,Standard Deviation,Average Reward
0.1,-0.04283282390007606,0.0,-82.73031036742032
0.2,-0.04022668875180758,0.0,-82.81391416490078
0.3,-0.044265733208767206,0.0,119.36679062619805
0.4,-0.04067321812234274,0.0,118.32130208611488
0.6,-0.04077154675195383,0.0,118.91560515761375
0.7,-0.0395786790620713,0.0,118.61720533668995
0.8,-0.03690662682056427,0.0,117.2667913287878
0.9,-0.04107349543344407,0.0,117.89443921297789
