Lambda,Average Penalty,Standard Deviation,Average Reward
2,-0.0139699625,0.0054484587,-5.84843458449468
3,-0.013203623,0.0042307004,-7.255242106923833
4,-0.013967226,0.0059876465,-9.188315582927316
