Lambda,Average Penalty,Penalty StdDev,Average Reward
0.0,-0.065683945506023,0.0004058560464235172,115.60164739727972
0.1,-0.04009745714716012,0.0015704890051836888,-86.6567896270752
0.2,-0.03272207172950827,0.0009930060706782977,-14.310258831977844
0.3,-0.03183752862613483,0.001253437196692822,12.941304987668989
0.4,-0.030199755752549608,0.000760219589776738,27.855992164611813
0.5,-0.029169081140072568,0.0038186267647643264,86.68699353694915
0.6,-0.027589960230975062,0.0005129497354291066,74.00091236591338
0.7,-0.0264039874721833,0.0020280544406620646,64.83449548006058
0.8,-0.026491303596099264,0.0019704032550883913,59.562546905279156
0.9,-0.026486845845963676,0.0019156990844508006,78.67376589059829
1.0,-0.027702545175287568,0.002209011176472537,105.12962657928465
