Lambda,Average Penalty,Standard Deviation,Average Reward
0.0,-0.06535287726972797,0.0010015478326596083,120.16747331023217
0.1,-0.04038013709502371,0.0012850532604708283,-86.79384198188782
0.2,-0.03169330532837648,0.001805536923613967,-86.5782376885414
0.3,-0.03046941886998091,0.0011727685015454881,-27.39412177205086
0.4,-0.03043685996210113,0.0012468122290881858,12.101242434978484
0.5,-0.027218409807700246,0.0008815238188886783,111.531075412035
0.6,-0.026947410297319584,0.0018377806234998633,110.61249206662178
0.7,-0.02772080056304807,0.0014450188327743358,88.97959493398666
0.8,-0.027705879521626738,0.001061429000925949,67.46936314105987
0.9,-0.02678640576207686,0.0012263183579101574,106.64198688268661
1.0,-0.02828305545041082,0.0015205944956327995,105.01406995058059
