Lambda,Average Penalty,Penalty StdDev,Average Reward
2,-0.013935397,0.002382918,-4.818924226999516
3,-0.0122767445,0.0019616447,-5.985391588560305
4,-0.0116987005,0.0012409698,-7.523177127195522
