Lambda,Average Penalty,Standard Deviation,Average Reward
0.0,-0.06568908647836166,0.0008671250371140408,99.53197788596154
0.1,-0.03776009584047733,0.0012757678889480728,-86.41209419965745
0.2,-0.03532028958584887,0.00189896711509315,-87.5526702105999
0.3,-0.031791013041032164,0.0018831574185179838,-68.12892093658448
0.4,-0.02982983218501013,0.0017192642404090278,-48.2900974214077
0.5,-0.027492657739202113,0.0012142200993696787,111.64489731788635
0.6,-0.02637088517012486,0.0013047432031914282,90.2521508038044
0.7,-0.027326533964822496,0.001067525137163837,109.11525554656983
0.8,-0.027685414579136973,0.0023228806736402294,107.78776341080666
0.9,-0.02758942426369293,0.0013432587017520562,106.46295678019524
1.0,-0.02945907138879349,0.00196690408215946,104.45056846141816
