Lambda,Average Penalty,Penalty StdDev,Average Reward
0.0,-0.0658569319891981,0.00032633986014928777,111.46424727320672
0.1,-0.03825956663952839,0.0016046801260288365,-86.35901989936829
0.2,-0.035648415114020636,0.0015653291052677043,-79.33824568152427
0.3,-0.033010969152037946,0.001908555206482427,-51.952976210117335
0.4,-0.030997055551890453,0.0016327261152207669,7.556211447715759
0.5,-0.028558757623867566,0.001487820332130982,71.01578006982804
0.6,-0.027843377051675326,0.001612083860222928,61.778057652711865
0.7,-0.02769854643363353,0.0013887085137714438,60.483199272155765
0.8,-0.027797946180931003,0.000912494169858881,59.320872774124155
0.9,-0.028135265782699974,0.0009028962691357857,65.95534376621247
1.0,-0.02890236803686767,0.0008741707182886118,76.41579477667808
