Lambda,Average Penalty,Standard Deviation,Average Reward
0.0,-0.06560023136305007,0.001021411741300897,119.64500978589058
0.1,-0.03860152608378449,0.0013092494313858367,-86.19893918037414
0.2,-0.03565317722998353,0.0016047669019079143,-87.09492465257645
0.3,-0.03391076800575431,0.0015194574162910991,-47.89793173670769
0.4,-0.03125178126869056,0.0012477980686613778,92.23371577858924
0.5,-0.027903432740177064,0.0015850172204242416,111.27397052645684
0.6,-0.02732650065277419,0.0013343377922354076,110.314279794693
0.7,-0.026924472769491326,0.0014783662093522856,109.14605250954628
0.8,-0.027642000065757417,0.0015933961563975843,107.76438504457474
0.9,-0.027511847914202036,0.0013049458987914042,106.42764837145805
1.0,-0.027095122316973287,0.0006411060749799422,105.2571776509285
