Lambda,Average Penalty,Standard Deviation,Average Reward
0.0,-0.06546226275446647,0.0008296130900632082,119.94918251037598
0.1,-0.03800432535377237,0.0009889769804870606,-86.19475508928299
0.2,-0.034676544799266816,0.0013513760877039908,-87.54376845955849
0.3,-0.03230405086911897,0.0014072570604926665,-88.72193875908852
0.4,-0.030019002607757667,0.0012385757390368797,-8.518808805942536
0.5,-0.027760810609108177,0.001274075584255948,70.98898653388024
0.6,-0.027592007078940516,0.0010857100440834029,49.97022452354431
0.7,-0.027419771937979454,0.0010698523816885482,28.72869998216629
0.8,-0.0278194898660534,0.0013771096522103789,67.1883926987648
0.9,-0.029288807641696623,0.001168930206988703,85.7886817097664
1.0,-0.030303255054686406,0.001551259962628811,104.26606526374817
