Lambda,Average Penalty,Penalty StdDev,Average Reward
0.0,-0.06571069440146342,0.00029454334956585746,119.593969810009
0.1,-0.03873907537391126,0.0013446479980508195,-86.18976076483726
0.2,-0.03541488008909926,0.0017324742692025569,-79.25338651657104
0.3,-0.03323144397499286,0.0018695312629782763,-44.085692672729486
0.4,-0.03069790908633795,0.0018936087835233514,11.53680950164795
0.5,-0.028094321964334396,0.001720961325342315,62.89957428216934
0.6,-0.027868719276088905,0.0017263478307511621,57.799577167034144
0.7,-0.027346871048961725,0.0017050165764014287,52.59069213032723
0.8,-0.02801242894949236,0.00113681567795381,59.11136578917503
0.9,-0.028220332670914776,0.0012291465031745686,61.903177423477175
1.0,-0.0284591608380185,0.0015375605591003618,72.5448788690567
