Lambda,Average Penalty,Penalty StdDev,Average Reward
0.0,-0.06558667290115186,0.0001886159201828114,115.89261800765989
0.1,-0.03862470365794155,0.0012938265149400438,-86.38603682041168
0.2,-0.035474777509109115,0.0020718049176031454,-87.24714126110078
0.3,-0.03299244441932547,0.0018489384587819016,-47.9343687570095
0.4,-0.030696012021500307,0.001904536448953325,-12.624759641885754
0.5,-0.02838067110821506,0.0015152785324543808,66.99747056841849
0.6,-0.027871571974784914,0.0014282089345670984,49.74340805768966
0.7,-0.027688135667953147,0.0013885672741092722,60.59702633619308
0.8,-0.027735649661498968,0.0009457327788165967,55.26741624832154
0.9,-0.028011322802171112,0.0007193489186358753,70.00901775956154
1.0,-0.02869680579093346,0.0008987466709557235,88.60688365697861
