Lambda,Average Penalty,Penalty StdDev,Average Reward
0.0,-0.0659995623142105,0.0009755873240126999,119.62327000379562
0.1,-0.03876955553510018,0.0012763100632509155,-86.31889506578446
0.2,-0.0353920825867014,0.001679304550496616,-75.29920900583265
0.3,-0.033071509327092574,0.0018739233592210362,-47.829252943992614
0.4,-0.030462184875513686,0.0020414900704500204,3.3904239726066576
0.5,-0.02826479182030489,0.0015931581722787311,67.01269520401955
0.6,-0.027811360610595415,0.0013013137295487794,53.65586348414422
0.7,-0.027386865471058813,0.0010798968280187919,56.526675231456764
0.8,-0.027776685167399805,0.0011928360550770751,59.19476672530175
0.9,-0.028030384929005635,0.0011569027680113717,70.05615155339241
1.0,-0.02859244466314607,0.0010143591917778005,80.58218285560608
