Lambda,Average Penalty,Standard Deviation,Average Reward
0.0,-0.06539090294490943,0.0011783937742801413,99.72245612144471
0.1,-0.04136690632746378,0.001503642458489726,-85.35934672355651
0.2,-0.03872209377367844,0.0011242218208998623,-46.041241598129275
0.3,-0.036367559405016035,0.0015496077903531594,-6.955934816598893
0.4,-0.033972066732279926,0.0010631533045627865,112.01062119603156
0.5,-0.03090662553996178,0.0009737635847858737,111.14384960532189
0.6,-0.030540860155483955,0.0019804676216740444,109.81491949558259
0.7,-0.030212135168649033,0.000849456404531366,108.49938153028488
0.8,-0.02935361348163392,0.0009427965607267157,107.43556284308434
0.9,-0.029433676658929864,0.0012505396343177033,105.86450917124748
1.0,-0.029947568497475686,0.0015122099434055414,104.37142115235329
