Lambda,Average Penalty,Standard Deviation,Average Reward
2,-0.008536746,0.004039361,-4.820574234379455
3,-0.0071621686,0.0035972649,-5.664850678667426
4,-0.0052707167,0.0024939014,-6.569115165853873
