Lambda,Average Penalty,Standard Deviation,Average Reward
2,-0.0125950705,0.0066746078,-4.412378063681535
3,-0.0111828605,0.004870863,-5.732632780612912
4,-0.009820152,0.0052149566,-6.8763317482173445
