Lambda,Average Penalty,Penalty StdDev,Average Reward
2,-0.014149641,0.0022172066,-4.941047435226056
3,-0.013631093,0.0019901434,-6.641272686450669
4,-0.010210016,0.0023833667,-6.9467879602906155
