Lambda,Average Penalty,Standard Deviation,Average Reward
2,-0.012887674,0.0072508547,-4.7761779497377574
3,-0.015033565,0.0049958318,-7.122630596440286
4,-0.007828021,0.0030348173,-5.669762813486159
