Lambda,Average Penalty,Standard Deviation,Average Reward
0.0,-0.06610265334062157,0.0007281419667785662,119.62653113007545
0.1,-0.040279973577878984,0.0007157311997684447,-86.06700319051743
0.2,-0.03968741442080332,0.0009250308476406463,-87.92883089780807
0.3,-0.04037132946479991,0.0013897086266278027,-88.711171656847
0.4,-0.038834792083568506,0.0007912786866102875,-89.78040846586228
0.5,-0.02751041691834365,0.0014358440593453849,-8.733744221925736
0.6,-0.027116645794541698,0.0010572588789916576,110.55726957321167
0.7,-0.025612047981823705,0.0008502582741455179,109.50291970968246
0.8,-0.02548349061259661,0.0015594178332172441,108.15501866340637
0.9,-0.025298535489076394,0.001915993341220028,106.99871003627777
1.0,-0.02905741152874273,0.0018073668875536865,84.40141739249229
