Lambda,Average Penalty,Standard Deviation,Average Reward
0.0,-0.0661339841811609,0.0012134586793267402,119.2142331302166
0.1,-0.03719642337818162,0.0012877014746943932,-86.4142553627491
0.2,-0.03635261641492268,0.0013920000461984643,-87.83258431553841
0.3,-0.03689572768709008,0.0010188156599180386,-68.45682762861252
0.4,-0.03549971451483612,0.0010547798506518114,-29.298270988464356
0.5,-0.028806964966499177,0.0010716603372025817,111.10457379221916
0.6,-0.027560100907201818,0.0008379006168361332,110.22613707780837
0.7,-0.026532130044217804,0.0009919164554241938,109.18453019857407
0.8,-0.026539929182885343,0.0006671843442975566,107.88042246699334
0.9,-0.02600317697416995,0.0017256604223099112,106.87377102971077
1.0,-0.025870054088329868,0.0007379355354626667,106.06100966334343
