Lambda,Average Penalty,Standard Deviation,Average Reward
0.0,-0.06578584150819515,0.0009402493977223299,119.9150665462017
0.1,-0.03997304508981433,0.001509057792488105,-65.5358511030674
0.2,-0.03966924142468069,0.0016087892479206389,-26.369396793842316
0.3,-0.039551699269484084,0.0010932997704630309,32.32918537259102
0.4,-0.038549300275430014,0.0017786055762539453,111.21077565550804
0.5,-0.024859530658387186,0.0016406233356416604,111.4773822426796
0.6,-0.023693262007197208,0.0013358762561235479,110.686777228117
0.7,-0.022367933366725136,0.001340216443197948,110.05186392664909
0.8,-0.021688776311577104,0.0010643775147200828,109.12215339541436
0.9,-0.0212865306003104,0.0016705478479307934,108.43255192637443
1.0,-0.025091610558181494,0.0013679706530602815,105.96937678456307
