Lambda,Average Penalty,Standard Deviation,Average Reward
0.0,-0.0658590402588024,0.0014115988141596408,119.8967957019806
0.1,-0.04399712981844721,0.0015908158933514314,-85.37045854926109
0.2,-0.04154886190764391,0.0017555592798310206,-87.26713550686836
0.3,-0.03928280707202107,0.0009921982920059812,-88.74233672618865
0.4,-0.03007817620777673,0.0017733262047376168,-90.7427346110344
0.5,-0.028457887988161686,0.0008984826533223771,111.49563806653023
0.6,-0.027657019597287346,0.0014769292261095006,110.23109212517738
0.7,-0.028487582205435773,0.0014321371991587732,108.73091298341751
0.8,-0.02804748641589911,0.000978385954894916,67.51848649382592
0.9,-0.028630512042896593,0.001175560390880343,66.12340758442879
1.0,-0.028040032340744377,0.001527556465431824,105.12360733747482
