iter,ot_cost,elapsed_time
0,0.6324295,36.82349896430969
1,5.631695,37.425596714019775
2,5.816293,37.64656615257263
3,5.999545,37.86553168296814
4,6.213956,38.083030700683594
5,6.432215,38.29369401931763
6,6.6237035,38.511054039001465
7,6.766384,38.723318099975586
8,6.978114,38.94065070152283
9,7.1646247,39.15225863456726
10,7.287539,39.581024408340454
11,4.032412,39.809117794036865
12,6.8249035,40.02805233001709
13,6.8990154,40.24004769325256
14,6.936268,40.455047369003296
15,6.973551,40.674535036087036
16,7.0330224,40.888516664505005
17,7.0507774,41.10181212425232
18,6.9716167,41.31610608100891
19,6.8016863,41.52922701835632
20,6.6087704,41.95680069923401
21,5.905094,42.16971158981323
22,5.6795816,42.38452935218811
23,5.5385942,42.59847116470337
24,5.357359,42.82088923454285
25,5.1574707,43.03161334991455
26,1.4018563,43.25103783607483
27,1.1382053,43.46302890777588
28,0.90425265,43.67918658256531
29,0.64211065,43.89022707939148
30,0.48720968,44.313608169555664
31,0.42945728,44.530170917510986
32,0.2605959,44.742648124694824
33,0.1426436,44.96044874191284
34,0.011224359,45.180591106414795
35,-0.025267273,45.39239835739136
36,-0.051374763,45.60794639587402
37,-0.056506336,45.82027316093445
38,-0.05218211,46.03082990646362
39,-0.075329244,46.24229407310486
40,-0.048225433,46.65503525733948
41,-0.08531147,46.8763382434845
42,-0.10326612,47.09491419792175
43,-0.10624874,47.31878614425659
44,-0.080845594,47.528698444366455
45,-0.035206318,47.73893165588379
46,0.014600962,47.950068950653076
47,0.05052665,48.16089224815369
48,0.101573676,48.37113690376282
49,0.11904696,48.580426931381226
50,0.20594624,49.00608038902283
51,-0.08549702,49.230491638183594
52,-0.038650453,49.4444899559021
53,0.0076985955,49.65813159942627
54,0.055143505,49.87737250328064
55,0.092662394,50.087584018707275
56,0.111358136,50.308120012283325
57,0.14121863,50.524253129959106
58,0.19206586,50.735371589660645
59,0.24352771,50.94482946395874
60,0.26656032,51.366591453552246
61,0.30260345,51.5782470703125
62,0.339168,51.79243206977844
63,0.34484947,52.00267767906189
64,0.35717136,52.213216066360474
65,0.3686303,52.425013303756714
66,0.3800938,52.636658668518066
67,0.37492868,52.856889963150024
68,0.34983352,53.06909728050232
69,0.34197143,53.278955936431885
70,0.3061339,53.72215747833252
71,0.29388145,53.93387293815613
72,0.29438445,54.14502501487732
73,0.27059925,54.36238360404968
74,0.26344025,54.57391881942749
75,0.2489788,54.78480672836304
76,0.19487238,54.99691390991211
77,0.22997633,55.21495246887207
78,0.24122313,55.42768931388855
79,0.2687152,55.642914056777954
80,0.29870486,56.05773854255676
81,0.3328006,56.27070879936218
82,0.36894247,56.486284494400024
83,0.39742655,56.69589900970459
84,0.4131707,56.9069926738739
85,0.45796385,57.1201536655426
86,0.47032434,57.33217668533325
87,0.47921255,57.54173755645752
88,0.4724699,57.75191330909729
89,0.4599376,57.962539196014404
90,0.45553654,58.37592101097107
91,0.40425694,58.58625316619873
92,0.43533337,58.79579830169678
93,0.4197551,59.00586199760437
94,0.3836354,59.21604371070862
95,0.37506095,59.426222801208496
96,0.36718747,59.63583970069885
97,0.33452356,59.84674119949341
98,0.3386219,60.05732870101929
99,0.32493573,60.271726846694946
100,0.3436833,60.68830323219299
101,0.34391633,60.91485524177551
102,0.35572037,61.137006759643555
103,0.35735846,61.349045515060425
104,0.38552725,61.55942940711975
105,0.40064147,61.77796149253845
106,0.41954088,61.98952865600586
107,0.45024866,62.2094452381134
108,0.47425878,62.419363260269165
109,0.48799458,62.62951421737671
110,0.49010313,63.059202432632446
111,0.48137584,63.27586388587952
112,0.49170223,63.49188709259033
113,0.48603585,63.71153283119202
114,0.49414116,63.921066999435425
115,0.4987827,64.13376426696777
116,0.49627694,64.34541463851929
117,0.47758502,64.55450701713562
118,0.4649834,64.76338601112366
119,0.44376004,64.97393703460693
120,0.42472452,65.39233684539795
121,0.3808511,65.60375428199768
122,0.35672814,65.81725001335144
123,0.3279262,66.03974413871765
124,0.30831525,66.26496315002441
125,0.3124069,66.47730708122253
126,0.27369297,66.68946552276611
127,0.2921355,66.90053915977478
128,0.3225467,67.1121711730957
129,0.3616484,67.32941365242004
130,0.3871509,67.74428606033325
131,0.38176462,67.95741987228394
132,0.39887023,68.16845703125
133,0.41773292,68.38134360313416
134,0.4319027,68.59862852096558
135,0.43807662,68.81115961074829
136,0.45131594,69.02353262901306
137,0.45016837,69.24489402770996
138,0.45193464,69.45739555358887
139,0.43985063,69.67144393920898
140,0.43567014,70.0888032913208
141,0.4363103,70.3008279800415
142,0.42773902,70.52166390419006
143,0.4298945,70.73481869697571
144,0.44489574,70.9461019039154
145,0.45165634,71.15712904930115
146,0.46703666,71.37499856948853
147,0.4775649,71.58579730987549
148,0.49298054,71.79571390151978
149,0.50748384,72.00505828857422
150,0.50905883,72.42163252830505
151,0.49044618,72.65283513069153
152,0.49438906,72.86364436149597
153,0.50189185,73.07329416275024
154,0.5101642,73.28474736213684
155,0.5035892,73.4966037273407
156,0.49945837,73.70926141738892
157,0.49841574,73.93069076538086
158,0.48682183,74.14393472671509
159,0.47584614,74.36443305015564
160,0.48475268,74.7972104549408
161,0.47790435,75.01172828674316
162,0.46065158,75.22776436805725
163,0.47085106,75.44218111038208
164,0.4713198,75.65364170074463
165,0.4555984,75.87732028961182
166,0.43315798,76.09024953842163
167,0.42925113,76.29893064498901
168,-0.061379254,76.51192617416382
169,0.39079648,76.7227041721344
170,0.3847704,77.13472437858582
171,0.3676195,77.3478536605835
172,0.36835486,77.5627338886261
173,0.37443823,77.77686405181885
174,0.39230925,77.99049210548401
175,0.39778984,78.20400547981262
176,0.39058816,78.41795110702515
177,0.41247004,78.62791538238525
178,0.42760098,78.84104561805725
