Lambda,Average Penalty,Penalty StdDev,Average Reward
2,-0.014453444,0.002350406,-4.589962008412112
3,-0.011746401,0.0016608872,-6.540457817999996
4,-0.010404395,0.0018129693,-6.859600157348322
