iter,ot_cost,elapsed_time
0,7.804553,18.4231059551239
1,7.671899,18.795724153518677
2,7.499718,18.889890670776367
3,7.305448,18.981743574142456
4,7.163995,19.073184490203857
5,7.072097,19.16408610343933
6,6.911541,19.255332708358765
7,6.633539,19.346184015274048
8,6.358026,19.4374577999115
9,5.9942045,19.53722643852234
10,5.6718206,19.72996211051941
11,5.35106,19.83186435699463
12,4.9078116,19.926456212997437
13,4.570248,20.02102041244507
14,4.1265163,20.114559412002563
15,3.7607298,20.20933771133423
16,3.5327349,20.304783582687378
17,3.3999968,20.396667003631592
18,3.038526,20.49406409263611
19,2.9603338,20.586464405059814
20,2.900134,20.766866445541382
21,2.8140032,20.860790252685547
22,2.856781,20.955108165740967
23,2.9688625,21.04800581932068
24,3.0484257,21.140619039535522
25,3.0683217,21.23382878303528
26,3.1051965,21.32694911956787
27,3.1555817,21.44228196144104
28,3.1666093,21.534656763076782
29,3.2108572,21.626498222351074
30,3.1805944,21.80153203010559
31,3.1052995,21.894709825515747
32,3.0145407,21.98690700531006
33,2.829526,22.079053163528442
34,2.5824618,22.17119526863098
35,2.348673,22.26301145553589
36,2.111885,22.357043504714966
37,1.9468169,22.44969344139099
38,1.8541802,22.545469999313354
39,1.685833,22.64125418663025
40,1.5015476,22.818599939346313
41,1.1967869,22.920100450515747
42,1.0423739,23.013145446777344
43,0.9461067,23.105885982513428
44,0.85587263,23.19817042350769
45,-600.76355,23.290920972824097
46,0.6146319,23.39189124107361
47,0.60947275,23.483728170394897
48,0.6054287,23.57548761367798
49,0.61436296,23.66699481010437
50,0.6291745,23.851819276809692
51,0.6330693,23.95795249938965
52,0.6467416,24.056797742843628
53,0.664163,24.14957022666931
54,0.6757823,24.240047931671143
55,0.70456326,24.330947399139404
56,0.715478,24.420727491378784
57,-2.662769,24.51349639892578
58,0.7685386,24.602988719940186
59,0.79298997,24.69295573234558
60,0.8041214,24.876444339752197
61,0.826013,24.969165563583374
62,0.83704185,25.061264038085938
63,0.85925704,25.15221667289734
64,0.8830604,25.244506359100342
65,0.9000596,25.33573055267334
66,0.91721976,25.428667783737183
67,0.9319187,25.520432233810425
68,0.9471349,25.610920906066895
69,0.9541409,25.702213525772095
70,0.964374,25.87933111190796
71,0.970636,25.971766471862793
72,0.982192,26.062715768814087
73,0.9926634,26.154289960861206
74,1.007339,26.247079372406006
75,1.0120363,26.33792281150818
76,1.020915,26.4343843460083
77,1.0214727,26.52647376060486
78,1.0243741,26.62141180038452
79,1.0375142,26.714500665664673
80,1.0448704,26.892197370529175
81,1.0526377,26.986588716506958
82,1.0637052,27.082828521728516
83,1.0764391,27.17544460296631
84,1.0876603,27.26671528816223
85,1.0675743,27.35690665245056
86,1.109426,27.454694986343384
87,1.1170895,27.54755997657776
