Lambda,Average Penalty,Penalty StdDev,Average Reward
0.0,-0.0657399960100887,0.00015908963947146673,119.66729640841484
0.1,-0.03848315781650848,0.0010973136455859293,-86.3305043232441
0.2,-0.03550030675067199,0.0016476391514612674,-75.16494050621986
0.3,-0.03272484734186485,0.0013824825435029553,-59.85219428658486
0.4,-0.03128869450018475,0.0011967881104948978,40.18631144642829
0.5,-0.027877601515991574,0.0013736221292063719,111.45537071824074
0.6,-0.02771511202761095,0.0012052807420112586,106.31946169257165
0.7,-0.027596722405401612,0.0014092251750141423,109.04666374444962
0.8,-0.027927809627460054,0.001197044225205374,99.75550474882125
0.9,-0.027803865685257646,0.001195826763239549,102.46993393659594
1.0,-0.028655756871837267,0.0006104625577910177,104.86102455973625
