Lambda,Average Penalty,Penalty StdDev,Average Reward
0.0,-0.06555070756466941,0.0005170668189456506,119.6855263519287
0.1,-0.03850659870867318,0.0011601102589675215,-86.15170293569564
0.2,-0.035460489330554026,0.0016220900010079275,-87.16804221272469
0.3,-0.032900140181520696,0.0010358229299183067,-51.73258037805557
0.4,-0.030846304298143147,0.0013344769120862965,32.084483180046085
0.5,-0.02786085797880462,0.0012978590370377626,111.56570125818253
0.6,-0.02697822188230529,0.0010936134997418339,110.32069162845612
0.7,-0.027599076766233625,0.0009754055858909567,109.18171272754668
0.8,-0.027508784413739478,0.0009684458810359024,107.8679603266716
0.9,-0.028047357551504122,0.0010548627972563006,106.39014331579207
1.0,-0.0281693819222276,0.0009956814131254943,104.9891414451599
