Lambda,Average Penalty,Standard Deviation,Average Reward
0.0,-0.06545284750302256,0.0009080665552785688,119.69261031150818
0.1,-0.0369789488341619,0.000982020426761848,-86.84774147868157
0.2,-0.03411990945716541,0.0009620654758609477,-87.64448971152305
0.3,-0.03187011868219343,0.0017667060244912548,-88.06083316206931
0.4,-0.029893153775125757,0.001190687518664465,-7.938088363409042
0.5,-0.026332543256855117,0.0018294689886556444,111.62060488462448
0.6,-0.027792055539178812,0.0012226579405990841,110.37653751969337
0.7,-0.02646141231165013,0.0011585372534453505,109.28142068386077
0.8,-0.02721590611275947,0.0014463689016260917,107.92435790896415
0.9,-0.026640319425000357,0.0011812497143617686,106.81481252908706
1.0,-0.02726466051329069,0.0018336268086139424,105.24126641750335
