Lambda,Average Penalty,Standard Deviation,Average Reward
0.0,-0.06605184228208884,0.0020505885773541626,119.33511014779408
0.1,-0.036874269176462755,0.0013641297510991071,-86.13522096474965
0.2,-0.03452665868558382,0.0010233658143099786,-86.16562046607335
0.3,-0.03220815423713417,0.0018186747988791602,-20.11059119304021
0.4,-0.02866638579019686,0.0011617174712334377,112.66063350439072
0.5,-0.025375319157766363,0.001354709814453984,111.76343351602554
0.6,-0.025652254195440382,0.0008687023112668231,110.56113449732463
0.7,-0.02581613038832764,0.0007619529885345776,109.41138289372127
0.8,-0.025261193755558287,0.0006812834549820493,108.24603374799092
0.9,-0.02810388608434336,0.0004038760460758503,106.3239393234253
1.0,-0.026697369081172508,0.002266871194939905,105.27759895722072
