Lambda,Average Penalty,Penalty StdDev,Average Reward
0.0,-0.06575526790347808,0.00016034583188303137,119.70441758275032
0.1,-0.03865028724806117,0.0012575082191210829,-82.30353001713752
0.2,-0.03538985743416292,0.001191522556319388,-75.15897463679315
0.3,-0.032983914366105524,0.0012900911437399693,-47.730113952159876
0.4,-0.031312056414990526,0.001128911207196183,48.19430141925812
0.5,-0.027579485590320335,0.0012457374315457644,111.44689160943031
0.6,-0.027734341373171694,0.0009572008504620423,110.24930183529855
0.7,-0.02744449084605773,0.0008890267160016797,105.13563161611557
0.8,-0.02781688418792929,0.0010187753881527133,99.6597526180744
0.9,-0.027844104878969555,0.000835817781707799,106.4002906906605
1.0,-0.028310074453490708,0.000810762548003928,104.99703552484512
