Lambda,Average Penalty,Penalty StdDev,Average Reward
0.0,-0.06589953608756201,0.0003602133410242041,115.73549761056901
0.1,-0.03859442195468528,0.0009865780942541638,-86.21432618975639
0.2,-0.035216563118377134,0.0009764497442903239,-87.36942718625069
0.3,-0.03342477240916174,0.0010417688850718836,-59.5890457034111
0.4,-0.03060110005669227,0.0016403625962430526,19.99009107351303
0.5,-0.02779002259735614,0.0015007560296208282,111.47819548606871
0.6,-0.027469263365629576,0.001290759968828391,106.39682943820954
0.7,-0.02737213199578274,0.0006914591899798418,108.99410724639893
0.8,-0.02794346286026438,0.0009179032911183215,107.72991250634193
0.9,-0.028008472485649544,0.00106549040996789,106.34547128081321
1.0,-0.02849932025624376,0.0006988632197175206,104.90811149716376
