Lambda,Average Penalty,Standard Deviation,Average Reward
0.0,-0.06589016282702867,0.0006973611157896246,120.09474152326584
0.1,-0.04068151003199797,0.0009096510170991781,-65.84316283464432
0.2,-0.0372801128445384,0.0010424644371836386,-66.90897918343543
0.3,-0.03522312982520505,0.0012328341479716032,-47.52056660056114
0.4,-0.033104142076156265,0.0009864687709978466,-8.05127980709076
0.5,-0.029283996953633883,0.0008962693597765564,111.3533056974411
0.6,-0.029556224508284233,0.0014217664501250777,109.94124376773834
0.7,-0.02908929241083663,0.0011451463369600964,108.89836524128914
0.8,-0.029784623454736942,0.001653024962377296,87.14844191670417
0.9,-0.02915680176650155,0.000642450261648498,106.15376896858216
1.0,-0.029575131626590524,0.001447539775993639,104.75328595638275
