Lambda,Average Penalty,Penalty StdDev,Average Reward
0.0,-0.06603838968829742,7.614853659796633e-05,119.68261228203774
0.1,-0.03859384628319099,0.0010981769997287822,-86.15114508867264
0.2,-0.035293757463065394,0.0012791063384864326,-83.21666140317917
0.3,-0.033316185783254335,0.0015283191232330286,-63.690512719154356
0.4,-0.031101015220078666,0.0014768170426479159,32.158065682649614
0.5,-0.028172957885630717,0.001219563644636626,107.38802983045578
0.6,-0.02747577353204054,0.0013756905786445107,106.32957500457762
0.7,-0.027194209135311932,0.0011707232127851372,105.0242070376873
0.8,-0.027893246914597138,0.0010795377224618735,107.72971496701241
0.9,-0.027969488046577794,0.0008409378793455763,106.3842458486557
1.0,-0.02828217078274519,0.0009260804555615084,104.98922389149666
