Lambda,Average Penalty,Standard Deviation,Average Reward
0.0,-0.06581393191859358,0.0008598414367292876,119.67039036750793
0.1,-0.03673485157981751,0.0006300640323822228,-87.25314078728358
0.2,-0.03576310163299296,0.0007098803553914677,-86.8844541112582
0.3,-0.031688209327596334,0.0022674111912842783,-21.45659915606181
0.4,-0.030546623516858107,0.0012620988848437828,-87.88324693838756
0.5,-0.025341349138054334,0.001207466607647461,111.49321742852528
0.6,-0.02659975264511319,0.0010801576371616609,110.61112368106842
0.7,-0.027237844185284004,0.001910722308182939,109.3805719614029
0.8,-0.027249143425626062,0.0003931344179470832,41.067060927549996
0.9,-0.028668102181729233,0.00016543968032154324,106.18863002459209
1.0,-0.028787538120996506,0.0007474203801277003,104.54846006631851
