Lambda,Average Penalty,Standard Deviation,Average Reward
0.0,-0.06647618666632946,0.0005010819048958369,119.70308585961659
0.1,-0.0439378923652304,0.0009779843664417726,-18.00088365872701
0.2,-0.039979330098841616,0.0012496186738715318,-86.92404834429423
0.3,-0.03895662474786338,0.000837854454914357,-88.08616332213084
0.4,-0.036924074141959834,0.00023952085516943858,44.800439874331154
0.5,-0.037051989200483325,0.0013847847124582105,110.33552698294322
0.6,-0.03536675547127386,0.0015175907717387951,108.86762970685959
0.7,-0.03470083498328186,0.00035610173006513627,107.49438212315242
0.8,-0.035216709521477756,0.0007696158933165969,105.79093195994695
0.9,-0.035084754159364684,9.825052519666832e-05,104.05126510063808
1.0,-0.03529872939977081,0.0011419071836969669,102.36812994877498
