Lambda,Average Penalty,Penalty StdDev,Average Reward
0.0,-0.06588213594488894,0.0003063294705666997,119.60888468027115
0.1,-0.041634142490282224,0.0025487862842044594,-65.41208420157433
0.2,-0.039663639477883705,0.0018467707476155983,-34.64674056053162
0.3,-0.03852007397819983,0.001777572991605071,-28.227156403064726
0.4,-0.036983918017544234,0.002084454277874238,10.77809426188469
0.5,-0.027454151304894776,0.0029167175000261425,111.35527110576629
0.6,-0.02651664861143322,0.002781631326081506,110.4054867911339
0.7,-0.026261977834472112,0.0022985710035990153,109.30110524892807
0.8,-0.02618014580964343,0.0023143461860209826,108.09905565977097
0.9,-0.026499432842242276,0.0022816169023377893,107.01916639447214
1.0,-0.028593987544696463,0.001320310189644331,100.76728958725928
