Lambda,Average Penalty,Penalty StdDev,Average Reward
0.0,-0.06592830884704878,0.0003443788675080095,111.82437377214433
0.1,-0.0415423001105393,0.0028064063793828593,-73.38337141036988
0.2,-0.039901477603779476,0.0023229336000826777,-42.58293289899825
0.3,-0.03821778664757196,0.0017781008802637683,-27.98853847503662
0.4,-0.03650357799481198,0.002169610132135317,-9.307182734012603
0.5,-0.02694044119197759,0.0029061634127670157,111.39390497922898
0.6,-0.026892508207362952,0.002524509369511003,110.3685218167305
0.7,-0.026242178701896313,0.002797328925501099,109.3164475798607
0.8,-0.025856527359171284,0.002351148330640552,108.30480288863183
0.9,-0.026547906927819432,0.0023638598107287964,106.98351616263389
1.0,-0.028168609494858433,0.0008902857476043779,104.95465162158011
