Lambda,Average Penalty,Standard Deviation,Average Reward
0.0,-0.0662179613415034,0.0010752803627596447,119.23045208454133
0.1,-0.0455910105631009,0.001204249723067436,-84.8679898738861
0.2,-0.04225675828971447,0.0014271318618949266,-66.60469264984131
0.3,-0.040728651297179765,0.0013473354179319834,-27.575659656524657
0.4,-0.039788227922918966,0.0009747722038850326,71.18716630339622
0.5,-0.024119981399288948,0.0006477408940059568,111.55768927931786
0.6,-0.02522181611779358,0.000977239222813789,110.73472529053689
0.7,-0.0257759537390161,0.0010108592942901238,109.45297123789787
0.8,-0.025291641675531558,0.0015325718794782217,108.38056429028511
0.9,-0.027583813966705135,0.0011798011121118479,106.56983901262284
1.0,-0.029710149901704962,0.0013368441022874327,104.54756640195846
