Lambda,Average Penalty,Standard Deviation,Average Reward
0.0,-0.06612903333116366,0.000718424134469396,119.74455883502961
0.1,-0.043375634462209246,0.0014602045241115958,-23.90575540661812
0.2,-0.04015504080815511,0.0007513192701414257,54.969516509771346
0.3,-0.03794105080521548,0.0015986747070306218,113.0211008310318
0.4,-0.033545578689695765,0.0014132378365764912,111.69899545907974
0.5,-0.024529369451204618,0.00200623006719882,111.63725025057792
0.6,-0.024245634139313684,0.0013293531442563644,110.72992911934853
0.7,-0.023568881179023556,0.0013560541206993355,109.64654092788696
0.8,-0.02431484435818358,0.0007174100922928834,108.51832572817803
0.9,-0.02552859336615626,0.001484525161645219,107.20498961210251
1.0,-0.02917151147650663,0.0018289626386827173,104.59114037752151
