Lambda,Average Penalty,Penalty StdDev,Average Reward
0.0,-0.06564620173540556,0.0003536732234126254,119.56421893477439
0.1,-0.04186983580130759,0.003066368028830231,-61.25515071511269
0.2,-0.039850561602324974,0.0016661901517980467,-46.78255660176278
0.3,-0.038366386378009175,0.001615497762601411,-31.993406893014907
0.4,-0.03614770283240144,0.0019204246708109985,-1.3742560791969283
0.5,-0.027585603814064573,0.00274187758468888,107.39303537607194
0.6,-0.026653304053732545,0.002696783830280988,110.28893955111502
0.7,-0.02628211865360967,0.0025390764185688167,109.2917210960388
0.8,-0.026273699040813926,0.002273334258210787,108.23175028443339
0.9,-0.026487543569496515,0.00186937107585084,107.04165276765823
1.0,-0.02854449053464634,0.001225561294354625,104.90041983127594
